week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month(collected_date)
3,2020-06-02,Green Valley Beach,0.72,16747342.1608375,132632.410371898,0,0,5.832,0.145,1.21,8.533,8.35,0.00791960951762542,1,1,0.009,6
4,2020-06-09,Green Valley Beach,1.102,3340559.23652754,63151.5826570959,0,0,6.02336,0.232,1.599,8.343,8.78,0.0189044941836568,1,1,0.006,6
5,2020-06-16,Green Valley Beach,0.913,5115320.37384358,123757.10050652,0,0,6.42084,0.314,1.663,8.873,8.26,0.0241934212252537,1,1,0.005,6
6,2020-06-23,Green Valley Beach,3.08,3902881.65823762,240516.331666917,0,0,6.371,0.378,1.314,8.881,8.45,0.0616253201424315,1,1,0.033,6
7,2020-06-29,Green Valley Beach,3.225,9000304.99105099,1044396.26173313,0,0,5.705,0.49,1.367,8.338,8.45,0.116040096726897,1,1,0.054,6
8,2020-07-07,Green Valley Beach,7.44,3112102.93090167,150668.842551745,0,0,6.811,0.415,2.568,7.945,9.71,0.0484138365269596,1,1,0.014,7
9,2020-07-13,Green Valley Beach,4.26,29816278.4206443,510443.791355812,0,0,6.777,0.391,2.154,8.946,9.3325,0.0171196345886812,1,1,0.025,7
10,2020-07-21,Green Valley Beach,3.133,5098688.60368367,575240.432425373,0,0,6.781,0.489,1.911,16.176,8.83,0.112821252117609,1,1,0.017,7
11,2020-07-28,Green Valley Beach,3.83,4526253.74299348,0,176721.2027808,0,6.1184143968,0.648,2.144,9.703,9.3325,0,1,1,0.127,7
12,2020-08-05,Green Valley Beach,2.743,7995027.16761038,117661.182561615,146298.293515624,0,5.51,0.442,1.875,8.691,8.74,0.01471679584008,1,1,0.127,8
13,2020-08-11,Green Valley Beach,1.87,5413418.59272578,0,333500.498854359,0,6.124,0.451,1.405,9.807,8.97,0,1,1,0.127,8
14,2020-08-19,Green Valley Beach,0.79,4087950.42420831,55131.1428128996,0,0,3.867,0.491,1.993,8.094,9.52,0.0134862552359784,1,1,0.146,8
15,2020-08-24,Green Valley Beach,0.965,8159750.53238615,30984.5478670058,0,0,4.044,0.385,1.888,8.856,9.47,0.00379724205342158,1,1,0.164,8
16,2020-09-02,Green Valley Beach,0.38,3488202.83393289,38759.63009451,0,0,7.45617,0.598,2.948,8.162,9.31,0.011111633107301,1,NA,0.219,9
1,2020-05-19,Gull Point Beach,0.12,1990927.78621271,0,0,0,8.542,0.081,0.617,21.082,8.5,0,1,1,0.099,5
2,2020-05-26,Gull Point Beach,0.18,5736281.70384996,0,0,0,8.398,0.237,0.796,19.807,7.98,0,1,1,0.174,5
3,2020-06-02,Gull Point Beach,0,6627660.3093723,0,0,0,5.578,0.122,1.334,22.348,8.68,0,1,1,0.008,6
4,2020-06-09,Gull Point Beach,0.317,2225971.36327823,20447.8122201949,0,0,5.276,0.174,0.981,22.348,8.62,0.00918601764493549,1,1,0.01,6
5,2020-06-16,Gull Point Beach,0,1543303.23808039,0,0,0,5.24408,0.229,0.708,22.581,8.63,0,1,1,0.002,6
6,2020-06-23,Gull Point Beach,0.177,1261520.80502602,0,0,0,6.132,0.156,0.599,22.225,8.43,0,1,1,0.043,6
7,2020-06-29,Gull Point Beach,0.043,4686315.98353246,0,0,0,5.105,0.111,0.529,22.3,8.3,0,1,1,0.002,6
8,2020-07-07,Gull Point Beach,0.407,3781385.86416876,4884.99836101882,0,0,4.976,0.431,2.979,22.644,8.59,0.0012918539753659,1,1,0.004,7
9,2020-07-14,Gull Point Beach,0.462,6698696.56895347,27508.5021184342,0,0,5.328,0.108,0.575,22.603,8.2,0.00410654548019508,1,1,0.003,7
10,2020-07-21,Gull Point Beach,0.32,1998381.54026122,0,0,0,4.875,0.133,0.732,22.377,8.2625,0,1,1,0.003,7
11,2020-07-28,Gull Point Beach,0.582,3741134.51654943,0,0,0,5.1163134956,0.161,0.62,22.683,8.3,0,1,1,0.005,7
12,2020-08-03,Gull Point Beach,0.295,2729316.47486332,0,0,0,2.049,0.622,0.603,22.655,8.29,0,1,1,0.002,8
13,2020-08-10,Gull Point Beach,0.072,2324153.33475102,0,0,0,4.811,0.088,0.523,23.961,8.25181818181818,0,1,1,0.002,8
14,2020-08-18,Gull Point Beach,0.428,976847.358149773,16770.4249204173,0,0,4.176,0.124,0.751,22.887,8.25181818181818,0.0171679073301502,1,1,0.004,8
15,2020-08-25,Gull Point Beach,0.257,1840475.36948857,0,0,0,3.954,0.201,0.568,21.999,8.2,0,1,1,0.002,8
16,2020-09-02,Gull Point Beach,0.078,1648023.04028952,0,0,0,5.06349,0.188,0.629,21.732,8.47,0,1,NA,0.016,9
1,2020-05-18,Honey Creek Resort Beach,2.617,1517106.30847323,0,0,0,7.247,0.068,0.757,9.518,7.9,0,1,1,0.019,5
2,2020-05-27,Honey Creek Resort Beach,5.293,7761943.50230507,37111.5930108808,0,0,6.119,0.111,0.897,9.076,8.03,0.00478122431577346,1,1,0.018,5
3,2020-06-01,Honey Creek Resort Beach,2.102,3002227.60851115,67117.8881479839,0,0,5.949,0.147,0.9,9.649,8.06,0.0223560292223376,1,1,0.026,6
4,2020-06-08,Honey Creek Resort Beach,2.655,5735041.88147027,0,0,0,5.62592,1.084,0.954,9.468,8.58,0,1,1,0.003,6
5,2020-06-15,Honey Creek Resort Beach,1.098,1739712.82355075,6114.82510283296,0,0,5.90546,0.198,0.706,10.011,8.34555555555556,0.00351484740473006,1,1,0.016,6
6,2020-06-22,Honey Creek Resort Beach,7.275,4388493.24459019,34998.4987746429,0,0,5.741,0.183,0.889,9.493,8.43,0.00797506041915102,1,1,0.009,6
7,2020-06-29,Honey Creek Resort Beach,0.88,3192049.24930646,24293.1960810865,0,0,5.727,0.183,0.853,9.33,8.61,0.00761053297857629,1,1,0.006,6
8,2020-07-06,Honey Creek Resort Beach,0.155,9061991.81157544,304993.711455437,0,0,6.067,0.287,1.64,9.932,9.25,0.0336563658185885,1,1,0.003,7
9,2020-07-14,Honey Creek Resort Beach,0.71,3278074.69052112,437559.53681205,0,0,6.234,0.248,1.189,10.153,9.15,0.133480648893479,1,1,0.001,7
10,2020-07-20,Honey Creek Resort Beach,3.425,20671092.8336014,641367.269854683,0,0,5.285,0.243,1.48,10.152,9.01,0.0310272550666563,1,1,0.004,7
11,2020-07-27,Honey Creek Resort Beach,0.33,5221624.413228,583378.677783232,0,0,6.0921395972,0.263,1.667,9.782,8.85,0.111723600093747,1,1,0.005,7
12,2020-08-03,Honey Creek Resort Beach,0.145,0,0,0,0,4.724,0.164,0.929,9.624,8.33,0.0264466004229748,1,1,0.003,8
13,2020-08-11,Honey Creek Resort Beach,0.407,3631574.71041434,64867.0137200965,0,0,6.191,0.241,1.241,10.408,8.59909090909091,0.0178619521537244,1,1,0,8
14,2020-08-18,Honey Creek Resort Beach,0,1554085.34854687,0,0,0,4.984,0.102,0.956,8.866,8.45,0,1,1,0.004,8
15,2020-08-25,Honey Creek Resort Beach,1.48,847558.900211258,60342.2306453603,0,0,4.962,0.242,1.278,10.032,8.59909090909091,0.0711953241601495,1,1,0.004,8
16,2020-09-01,Honey Creek Resort Beach,1.648,2107078.25930201,37744.7807416864,0,0,5.54609,0.245,0.782,9.422,8.49734343434343,0.017913326462867,1,NA,0.025,9
1,2020-05-20,Lacey-Keosauqua Beach,0,4877180.43318507,0,0,0,6.642,0.03,0.716,2.505,8.25,0,1,NA,0,5
2,2020-05-27,Lacey-Keosauqua Beach,NA,1973037.52136068,0,0,0,17.41,0.054,0.651,2.622,8.27,0,NA,1,0,5
3,2020-06-01,Lacey-Keosauqua Beach,0,1741364.32202421,0,0,0,8.307,0.184,0.543,2.017,7.98,0,1,1,0.002,6
4,2020-06-08,Lacey-Keosauqua Beach,0,2418922.48420078,0,0,0,7.3352,0.291,0.604,1.356,8.13,0,1,1,0.001,6
5,2020-06-15,Lacey-Keosauqua Beach,0.17,1354808.93905099,0,0,0,9.04738,0.205,0.7,2.173,8.29,0,1,1,0.004,6
6,2020-06-24,Lacey-Keosauqua Beach,0.175,1817512.11320962,0,0,0,9.331,0.162,0.954,2.206,8.38,0,1,1,0.003,6
7,2020-06-29,Lacey-Keosauqua Beach,0,4629967.59784005,0,0,0,7.864,0.102,0.636,1.873,8.26,0,1,1,0.001,6
8,2020-07-07,Lacey-Keosauqua Beach,0.135,4644391.13189203,0,0,0,8.966,0.114,0.816,1.775,7.96,0,1,1,0.005,7
9,2020-07-13,Lacey-Keosauqua Beach,0.765,8836172.91807222,0,0,0,8.123,0.181,0.702,2.188,7.87,0,1,1,0.001,7
10,2020-07-20,Lacey-Keosauqua Beach,0.082,4711695.84456989,0,0,0,5.822,0.124,0.615,1.964,8.57,0,1,1,0.005,7
11,2020-07-27,Lacey-Keosauqua Beach,0,2395227.89296067,0,0,0,7.690911264,0.259,0.527,1.544,8.25,0,1,1,0.002,7
12,2020-08-03,Lacey-Keosauqua Beach,0.242,2523382.32694093,0,0,0,7.479,0.164,0.561,1.68,7.92,0,1,1,0.003,8
13,2020-08-10,Lacey-Keosauqua Beach,0,3245606.43124504,122867.907883497,0,0,4.417,0.094,0.518,2.364,8.23,0.0378566873360438,1,1,0.002,8
14,2020-08-17,Lacey-Keosauqua Beach,0.413,3216102.21744535,0,0,0,6.657,0.132,0.506,1.447,8.16,0,1,1,0.003,8
15,2020-08-26,Lacey-Keosauqua Beach,0.2,1288490.09881634,0,0,0,6.317,0.113,0.51,3.268,8.18416666666667,0,1,1,0,8
16,2020-09-01,Lacey-Keosauqua Beach,0.013,1669980.22309829,0,0,0,7.67715,0.104,0.551,3.899,8.68,0,1,NA,0.022,9
1,2020-05-20,Lake Ahquabi Beach,0,16283447.6612491,0,0,0,6.749,0.019,0.673,12.002,8.22,0,1,1,0,5
2,2020-05-27,Lake Ahquabi Beach,0.032,11321335.4078304,0,0,0,6.545,0.1,0.803,12.054,8.27,0,1,1,0.002,5
3,2020-06-03,Lake Ahquabi Beach,0,3843328.91445208,0,0,0,6.276,0.081,0.879,12.849,8.76,0,1,1,0.003,6
4,2020-06-10,Lake Ahquabi Beach,0.013,3782459.24954197,0,0,0,6.3416,0.313,0.964,11.511,8.19,0,1,1,0.004,6
5,2020-06-17,Lake Ahquabi Beach,0,1274799.59917359,0,0,0,6.18286,0.223,0.751,12.024,8.3,0,1,1,0.005,6
6,2020-06-24,Lake Ahquabi Beach,0.097,2637802.4148931,0,0,0,5.365,0.172,0.9,12.507,8.15,0,1,1,0.003,6
7,2020-07-01,Lake Ahquabi Beach,0,6660174.57510411,17622.7798340884,0,0,5.765,0.145,0.865,12.237,8.23,0.00264599368010004,1,1,0.005,7
8,2020-07-08,Lake Ahquabi Beach,0.172,2687454.25211603,0,0,0,5.679,0.178,1,11.932,8.77,0,1,1,0.011,7
9,2020-07-15,Lake Ahquabi Beach,0.663,9112622.48799329,0,0,0,5.398,0.24,1.076,12.395,8.62,0,1,1,0.001,7
10,2020-07-22,Lake Ahquabi Beach,0.177,3530067.46170907,0,0,0,5.996,0.275,0.999,12.2,8.35,0,1,1,0.004,7
11,2020-07-29,Lake Ahquabi Beach,0.023,3003818.70865997,0,0,0,5.5553354636,0.215,1.08,12.105,8.79,0,1,1,0.01,7
12,2020-08-05,Lake Ahquabi Beach,0.48,7525890.73005643,0,0,0,4.998,0.39,1.125,12.561,8.31,0,1,1,0.002,8
13,2020-08-12,Lake Ahquabi Beach,0.07,3834234.65241215,113697.284502897,0,0,5.332,0.442,1.039,12.607,8.6,0.0296531889177335,1,1,0.003,8
14,2020-08-17,Lake Ahquabi Beach,0.493,8005178.61533135,0,0,0,4.598,0.254,1.077,12.412,8.64,0,1,1,0.008,8
15,2020-08-24,Lake Ahquabi Beach,0.322,4076407.78814334,0,0,0,4.496,0.091,0.903,11.97,8.78,0,1,1,0.004,8
16,2020-08-31,Lake Ahquabi Beach,0.013,2597738.43660395,0,0,0,5.40512,0.213,1.083,12.173,8.35,0,1,NA,0.02,8
1,2020-05-20,Lake Anita Beach,0.24,4813082.70208709,0,0,0,5.928,0.032,0.554,8.915,8.48,0,1,1,0,5
2,2020-05-27,Lake Anita Beach,0.673,7832440.8074463,0,0,0,5.341,0.064,0.687,8.737,8.53,0,1,1,0.001,5
3,2020-06-03,Lake Anita Beach,0,2483260.25560079,0,0,0,6.194,0.061,0.567,8.809,8.54,0,1,1,0.02,6
4,2020-06-10,Lake Anita Beach,0.267,2841063.11559687,0,0,0,5.0456,0.218,0.681,8.87,8.48,0,1,1,0.002,6
5,2020-06-17,Lake Anita Beach,0.06,3028504.2348653,0,0,0,5.19444,0.145,0.692,8.852,8.42,0,1,1,0.001,6
6,2020-06-24,Lake Anita Beach,0.45,7361112.64878348,46015.1844922232,0,0,5.888,0.168,1.455,9.255,8.46,0.00625111809691267,1,1,0.002,6
7,2020-07-01,Lake Anita Beach,0.003,1544610.84516368,9588.94332869689,0,0,4.853,0.22,1.283,9.554,8.35,0.00620799948331372,1,1,0.003,7
8,2020-07-08,Lake Anita Beach,0.332,3922337.27906948,0,51935.3644869081,0,5.157,0.217,1.29,9.022,8.4,0,1,1,0.003,7
9,2020-07-15,Lake Anita Beach,0.69,3131912.80446335,0,91461.8507263988,0,4.851,0.233,1.048,9.445,7.71,0,1,1,0,7
10,2020-07-22,Lake Anita Beach,0.76,5147959.38375248,20127.6839461057,92319.1898244399,0,4.781,0.179,1.125,9.045,8.45571428571429,0.00390983736383601,1,1,0.007,7
11,2020-07-28,Lake Anita Beach,1.142,1153001.04151132,0,0,0,4.710051879,0.29,1.042,8.956,8.29,0,1,1,0.004,7
12,2020-08-04,Lake Anita Beach,1.005,4850019.02595141,0,10836.4035327302,0,4.021,0.182,1.007,10.255,8.25555555555556,0,1,1,0.006,8
13,2020-08-12,Lake Anita Beach,3.575,1745085.29513896,144503.727792285,0,0,4.228,0.243,0.918,9.043,8.17,0.0828061116524266,1,1,0,8
15,2020-08-24,Lake Anita Beach,1.678,2511378.43594933,0,118417.509685453,0,3.762,0.081,0.817,9.805,8.25555555555556,0,1,1,0.005,8
16,2020-08-31,Lake Anita Beach,1.675,2990157.82367212,14910.0997808415,162538.595987077,0,4.66852,0.156,1.002,17.414,8.25555555555556,0.00498639224418288,1,NA,0.015,8
1,2020-05-20,Lake Darling Beach,0.013,8712467.62773018,27538.4732795642,0,0,7.829,0.161,1.416,18.416,7.71,0.00316081212077211,1,1,0.099,5
2,2020-05-27,Lake Darling Beach,0.133,3278311.9182967,7787.78252611821,0,0,7.284,0.171,1.373,17.628,7.78,0.00237554653742786,1,1,0.089,5
3,2020-06-03,Lake Darling Beach,0,3322878.98102209,28749.0581274115,0,0,6.877,0.167,1.303,17.009,7.85,0.00865185229182454,1,1,0.084,6
4,2020-06-10,Lake Darling Beach,0.047,3176999.50324223,26157.5415496183,0,0,7.364,0.226,1.665,15.976,8.91,0.00823341065144131,1,1,0.017,6
5,2020-06-17,Lake Darling Beach,0.63,1892272.17430883,56011.5263592303,0,0,7.8239,0.309,2.334,15.343,8.9,0.0296001426854406,1,1,0.033,6
6,2020-06-22,Lake Darling Beach,0.218,4436599.37217151,16034.5716821578,0,0,12.99,0.309,3.251,18.6,8.9,0.00361415812812271,1,1,0.024,6
7,2020-06-30,Lake Darling Beach,0.063,6188071.95783275,187692.974864668,0,0,7.457,0.334,1.272,10.536,7.9,0.0303314143958991,1,1,0.089,6
8,2020-07-08,Lake Darling Beach,3.652,3787478.99021569,737524.308669337,0,0,8.05,0.216,2.013,11.697,9.49,0.194726970255045,1,1,0.005,7
9,2020-07-14,Lake Darling Beach,4.395,20814969.5365869,599411.065275565,0,0,7.18,0.319,2.411,13.071,9.530625,0.0287971147025686,1,1,0.002,7
10,2020-07-21,Lake Darling Beach,2.695,17903452.4748557,774799.490652003,0,0,7.729,0.446,2.145,12.578,9.64,0.0432765407532519,1,1,0.004,7
11,2020-07-29,Lake Darling Beach,3.057,3089033.79531593,0,77104.204948608,0,7.5389165372,0.582,1.735,12.158,9.81,0,1,1,0.117,7
12,2020-08-03,Lake Darling Beach,2.235,3759457.75983423,0,207953.907105498,0,7.025,0.529,1.738,13.947,8.88142857142857,0,1,3,0.177,8
13,2020-08-12,Lake Darling Beach,12.13,2843273.11166785,0,107377.474215805,0,7.345,0.629,2.805,13.935,8.88142857142857,0,3,1,0.208,8
14,2020-08-17,Lake Darling Beach,6.967,7686568.42868506,481690.155658738,0,0,5.537,0.545,2.155,12.617,9.62,0.0626664759609953,1,3,0.215,8
15,2020-08-26,Lake Darling Beach,10.948,6545314.75527595,347282.490810551,0,0,5.503,0.531,2.239,13.943,8.88142857142857,0.0530581803618563,3,1,0.206,8
16,2020-09-01,Lake Darling Beach,4.47,10401251.1097333,113256.842757622,0,0,7.88416,0.684,3.749,13.829,10.15,0.0108887711259694,1,NA,0.229,9
1,2020-05-20,Lake Keomah Beach,0.218,19331859.6955309,108178.175869943,0,0,6.195,0.046,1.328,14.155,8.67,0.00559584942026823,1,1,0.001,5
2,2020-05-27,Lake Keomah Beach,0.625,4895534.83380864,111896.577943924,0,0,6.8,0.058,1.095,15.264,8.89,0.0228568648253025,1,1,0.002,5
3,2020-06-03,Lake Keomah Beach,2.428,2964097.99961236,156264.258368252,0,0,6.353,0.088,1.336,14.988,9.12,0.0527189918783683,1,1,0.004,6
4,2020-06-10,Lake Keomah Beach,1.475,3755374.78858273,34922.0160140235,0,0,6.31136,0.263,1.298,13.856,8.85,0.00929920926140183,1,1,0.001,6
5,2020-06-17,Lake Keomah Beach,0.273,3018699.47345756,0,0,0,7.2545,0.253,1.639,13.96,8.9,0,1,1,0.001,6
6,2020-06-22,Lake Keomah Beach,0.335,2715837.36310967,12611.8142836928,0,0,7.493,0.09,2.641,14.818,9.03,0.00464380321701301,1,1,0.002,6
7,2020-06-30,Lake Keomah Beach,0.332,4789206.09030103,82065.8602243248,0,0,6.697,0.286,1.998,15.154,9.21,0.0171355875435226,1,1,0.001,6
8,2020-07-08,Lake Keomah Beach,1.54,2320549.01811228,39846.5493533515,0,0,6.201,0.14,2.067,14.516,10.3,0.0171711733052577,1,1,0.003,7
9,2020-07-14,Lake Keomah Beach,1.85,20613225.2227558,298714.411406202,0,0,6.24,0.422,1.956,15.754,9.173125,0.0144913960905273,1,1,0.003,7
10,2020-07-21,Lake Keomah Beach,0.325,3152660.69868056,106591.794901661,0,0,8.613,0.237,1.479,6.53,8.85,0.0338101067921047,1,1,0.007,7
11,2020-07-29,Lake Keomah Beach,0.067,3032639.13003276,0,0,0,6.1894228742,0.375,1.665,15.787,9.05,0,1,1,0.005,7
12,2020-08-03,Lake Keomah Beach,0.38,12549173.9432562,0,0,0,3.666,0.239,1.785,16.375,9.09,0,1,1,0.005,8
13,2020-08-12,Lake Keomah Beach,0.09,2727724.3523693,70076.1866646283,0,0,6.421,0.308,1.79,15.659,9.09,0.0256903475616076,1,1,0.002,8
14,2020-08-17,Lake Keomah Beach,0.515,7580440.27525308,0,0,0,4.78,0.331,1.587,15.673,9.34,0,1,1,0.008,8
15,2020-08-26,Lake Keomah Beach,0.612,6663947.62927317,13702.6881180043,0,0,4.86,0.132,1.454,15.889,9.09,0.0020562418674798,1,1,0.003,8
16,2020-09-01,Lake Keomah Beach,0.548,2950445.59440227,0,0,0,6.1341,0.203,1.824,15.448,9.75,0,1,NA,0.021,9
1,2020-05-19,Lake Macbride Beach,0.055,5719824.74162172,0,0,0,4.954,0.008,1.007,28.418,8.78,0,1,1,0.001,5
2,2020-05-26,Lake Macbride Beach,0.085,12942769.5333133,0,0,0,4.033,0.093,0.809,28.083,8.52,0,1,1,0,5
3,2020-06-02,Lake Macbride Beach,0,3966027.13055236,0,0,0,3.243,0.072,1.033,28.481,8.62,0,1,1,0.003,6
4,2020-06-09,Lake Macbride Beach,0.05,4036826.24976352,0,0,0,3.4544,0.163,0.789,27.782,8.65,0,1,1,0.001,6
5,2020-06-16,Lake Macbride Beach,0.045,2154408.38346774,0,0,0,4.19142,0.215,1.31,26.659,8.93,0,1,1,0.002,6
6,2020-06-23,Lake Macbride Beach,0.19,6356967.30206765,50761.8940436679,0,0,4.336,0.038,1.157,26.798,8.79,0.00798523755614682,1,1,0.002,6
7,2020-06-30,Lake Macbride Beach,0,3007047.49865616,0,0,0,3.908,0.361,0.901,26.689,9.1,0,1,1,0.001,6
8,2020-07-06,Lake Macbride Beach,0.365,6931184.25248971,0,0,0,3.833,0.283,0.989,26.912,9.17,0,1,1,0.001,7
9,2020-07-13,Lake Macbride Beach,0.957,4457281.02903817,0,0,0,3.738,0.247,1.01,26.868,9.45,0,1,1,0.003,7
10,2020-07-21,Lake Macbride Beach,0.093,5890382.31769631,0,0,0,3.801,0.177,0.972,7.034,8.85,0,1,1,0.004,7
11,2020-07-28,Lake Macbride Beach,0,5715651.56601873,0,0,0,3.664880262,0.256,0.957,27.782,8.97,0,1,1,0.003,7
12,2020-08-04,Lake Macbride Beach,0.205,3350609.42110965,0,0,0,5.873,0.256,1.1,27.322,8.78,0,1,1,0.007,8
13,2020-08-11,Lake Macbride Beach,0.14,746176.461075834,12322.8585291043,0,0,3.337,0.258,1.057,29.653,8.44,0.0165146706870615,1,NA,0,8
1,2020-05-19,Lake Manawa Beach,0,6832828.68891565,0,0,0,6.592,0.011,0.848,31.002,8.5,0,1,1,0.001,5
2,2020-05-26,Lake Manawa Beach,0.262,9378112.42009388,0,0,0,5.752,0.065,0.898,29.573,8.39,0,1,1,0,5
3,2020-06-02,Lake Manawa Beach,0,22865930.2239434,0,0,0,5.382,0.075,0.976,31.023,8.41,0,1,1,0.004,6
